id,dishName,restaurantID,course,diet,price
7691,"(D) Soup du Jour, Minute Steak Maitre d'Hotel, French Fried Potatoes, Vegetables, Roll, Butter, Coffee",320,Nigerian Food,Non-Vegetarian,700
7692,"Chateau Batailley, Barton and Guestier",340,Korean Food,Vegetarian,780
7693,Clear Green Turtle au Madeira ,640,Cuban Food,Vegetarian,460
7694,Oeufs Brouilles aux pointes d'Asperges,487,Latvian Food,Vegetarian,610
7695,"Fresh peach ice cream, peach sauce",614,Canadian Food,Vegetarian,420
7696,"Pontet canet, 1907",636,Portuguese Food,Vegetarian,200
7697,String bean,568,American Food,Non-Vegetarian,760
7698,kahlua cup,302,Japanese Food,Non-Vegetarian,580
7699,Live Lobsters Every Day From Maine,159,Portuguese Food,Vegetarian,190
7700,"Haut Medoc, Chateau Larose Trintaudon 1995 (Bordeaux)",221,American Food,Non-Vegetarian,530
7701,"Rump Steak, Chef's Special",640,Russian Food,Vegetarian,760
7702,Chicken Foo Young Dan,133,Cajun Food,Non-Vegetarian,310
7703,"Calf's Liver Plate: Genuine Calf's Liver Sauted in Sweet Butter, Breakfast Bacon, Lyonnaise Potatoes, New Vegetables Vinaigrette",617,Spanish Food,Vegetarian,430
7704,6- Creamed halibut with green peppers on toast,533,Russian Food,Non-Vegetarian,500
7705,60 CENTS DINNER,423,Italian Food,Non-Vegetarian,640
7706,Hochheimer Vintage 1893,531,British Food,Non-Vegetarian,520
7707,Mousse à l'orange,614,French Food,Non-Vegetarian,550
7708,Old Taylor (whiskey),175,British Food,Vegetarian,430
7709,Boll & Co's Tres Sec,703,Mexican Food,Non-Vegetarian,460
7710,Poten y Cysbwyllawd,307,Portuguese Food,Non-Vegetarian,580
7711,Spumoni al Cioccolato...Cssata Sociliana enrobbed in imported Semi-Sweet Chocolate.,46,Nigerian Food,Vegetarian,220
7712,"Salatauswahl mit Käse, Schinken und Crevetten",595,Welsh Food,Vegetarian,250
7713,"EGGS: SCRAMBLED ON TOAST, Fried or Boiled",163,Turkish Food,Non-Vegetarian,130
7714,"Chicken Fricasse, family style",589,Cajun Food,Vegetarian,540
7715,"Striped bass, boiled or broiled",668,Polish Food,Vegetarian,270
7716,Assorted Macaroons,303,Italian Food,Vegetarian,540
7717,"Broiled Leg of Chicken, Sauce Diable",555,Algerian Food,Vegetarian,300
7718,"Fig Pudding, Sauce au Rhum",378,American Food,Non-Vegetarian,630
7719,Overland Perfectos,639,Portuguese Food,Non-Vegetarian,180
7720,Siedfleischtopf Heinrich IV,728,Canadian Food,Vegetarian,200
7721,Omelette aux cervelles,164,Indian Food,Vegetarian,490
7722,Bachforelle in Aspik Mit Toast und Butter,70,Thai Food,Non-Vegetarian,310
7723,Caramel cream with Amaretti di Saronno cookies,301,French Food,Vegetarian,340
7724,Pickeld Lambstongues,304,Latvian Food,Vegetarian,150
7725,Patty of Guinea hen in crustq1.,489,Nigerian Food,Vegetarian,710
7726,Givry Le Prefere du Henri IV 1978 French Bottled,319,Thai Food,Non-Vegetarian,450
7727,Lammblatt Lefort,286,Egyptian Food,Non-Vegetarian,560
7728,"New Bismarck Herring, potato salad",731,Canadian Food,Non-Vegetarian,160
7729,Costilla de Res,169,Chinese Food,Vegetarian,710
7730,Barsac White Bordeaux T Jouvet,102,Tahitian Food,Vegetarian,340
7731,Consomme Favorite,512,Tibetan Food,Non-Vegetarian,220
7732,"Blanchaille et Crabes d'Huitres Frits, Sauce Tartare",295,Hawaiian Food,Vegetarian,650
7733,Kafer's Speecial Toast,445,German Food,Non-Vegetarian,420
7734,Baked Cape Cod Oysters Casino,314,Cuban Food,Vegetarian,370
7735,"Cervella dorata, Clamart",166,Italian Food,Vegetarian,740
7736,Grape fruit (hald),266,Turkish Food,Vegetarian,130
7737,Biscuir glace Tortoni,602,Brazilian Food,Non-Vegetarian,770
7738,G. H. Mumm's Extra Dry,102,Libyan Food,Vegetarian,120
7739,Les Petits Pois a la Francaise au Coeur de Laitue,66,Chinese Food,Vegetarian,640
7740,Huevos are served with your choice of homefries or fresh fruit,400,Mexican Food,Non-Vegetarian,190
7741,Broiled Tomatoes and Mushrooms with homemade noodles,324,Portuguese Food,Vegetarian,200
7742,Nuits (Calvet) Burgundy,71,Korean Food,Vegetarian,630
7743,Gorgonzola und Schweizer Kase,252,Irish Food,Non-Vegetarian,250
7744,Café Médaglia d'oro,354,Thai Food,Non-Vegetarian,380
7745,Danish Liver Paste,515,Jewish Food,Non-Vegetarian,560
7746,Entrecote poelee Md. de Vins,513,Hawaiian Food,Vegetarian,420
7747,Sponge tartlets,7,Thai Food,Non-Vegetarian,670
7748,"Fried Chicken, Honey, Corn Fritter, Southern Style, Sweet Potato",695,British Food,Non-Vegetarian,120
7749,Burgundy: Red Pommard 1923,104,Russian Food,Non-Vegetarian,680
7750,Fettucini Alfredo,122,Polish Food,Non-Vegetarian,360
7751,"Liebmann, Reingold, Light",207,Cajun Food,Non-Vegetarian,180
7752,Canape Marius,588,Haitian Food,Non-Vegetarian,440
7753,"Pate de Foie gras, home-made",405,Peruvian Food,Non-Vegetarian,470
7754,English ham or bacon and eggs,535,Welsh Food,Non-Vegetarian,270
7755,"Chipped beef in cream with coffee, rolls or toast, Fruit AND Cereal",42,Portuguese Food,Vegetarian,530
7756,"ASPARAGUS, BROWN BUTTER",358,Japanese Food,Vegetarian,790
7757,Green Olives Salad,640,Thai Food,Non-Vegetarian,320
7758,"Saint-Saphorin, Testuz 1992",566,Korean Food,Vegetarian,710
7759,"Live trout, Boiled or fried - served with sliced cucumber, By weight: per hg. (0,22 lb)",594,British Food,Vegetarian,640
7760,"Roast quail, aux cresson",220,Mormon Food,Non-Vegetarian,700
7761,Pommes au praslin,128,Japanese Food,Vegetarian,160
7762,Creamed Wheat with Cream,384,Jewish Food,Vegetarian,550
7763,Egg Drop Soup,247,Jewish Food,Vegetarian,320
7764,"MONOPOLE, ENGLISH IMPORTATION",396,Belgian Foods,Non-Vegetarian,710
7765,Marie Antoinette cigars,34,Italian Food,Non-Vegetarian,470
7766,Hamburger Steak witih Onions,250,Swedish Food,Non-Vegetarian,180
7767,Pouding Cabinet Diplomate,527,Chinese Food,Vegetarian,130
7768,Early Bird Special,620,American Food,Non-Vegetarian,280
7769,Rotwein 56er Tiroler Spezial nat,201,Canadian Food,Non-Vegetarian,700
7770,"Roquefort Cheese, Hard or Soft Biscuits",58,Haitian Food,Vegetarian,420
7771,"Mint Julep, Brandy",286,French Food,Vegetarian,400
7772,Bual,159,Cajun Food,Vegetarian,560
7773,"Chicken Liver en Brochette with Rice, mixed green salad",130,Belgian Foods,Vegetarian,440
7774,Brochette of Chicken Livers Vert Pre,343,Cajun Food,Vegetarian,510
7775,Œufs Farci à l'Aurore,613,Indian Food,Non-Vegetarian,490
7776,pilot crackers,559,Japanese Food,Vegetarian,300
7777,"Smithfield Ham, One Year or Older ""Make It A Dinner"" Add 65c to any Entree. Includes: Vegetable, Soup or Juice, and Dessert",394,Egyptian Food,Non-Vegetarian,170
7778,EGGS A LA LYONNAISE,25,Algerian Food,Non-Vegetarian,360
7779,German Pot Roast with Macaroni,59,Nigerian Food,Non-Vegetarian,210
7780,Chicken hash a la creme,300,Italian Food,Vegetarian,530
7781,Oregon salmon a la Hollandaise,591,Turkish Food,Non-Vegetarian,500
7782,"Breast of Smoked Turkey and Baked Yorkshire Ham, Fruit Salad",598,British Food,Vegetarian,700
7783,Roast Potatoes with Cream,572,Polish Food,Vegetarian,710
7784,"Saddle & Sirloin - very special.  This is the exact special cut and quality as served in the renowned Saddle & Sirloin Club, and which has become world-famous.  A single steak, extra aged, specially cut and trimmed, with french fried onions and potatoes o",426,Hawaiian Food,Vegetarian,380
7785,Chocolate Caliente,607,Polish Food,Vegetarian,620
7786,Consommé à l'Ecossaise,392,Portuguese Food,Non-Vegetarian,380
7787,SALMONE MARINATO CON SALSA DI CAVIALE  ,597,Latvian Food,Non-Vegetarian,610
7788,"Kalbssteak ""Viktoria"" in Schinken und Pilzen paniert, mit feinen Gemüsen, Sc. Choron und Kartoffelkroquetten",96,Haitian Food,Non-Vegetarian,300
7789,Guimaraens & Co. Full Rich Port,682,Cajun Food,Non-Vegetarian,250
7790,"GRILLED CHEESE on White Bread, with Spiced Fruit",56,Swedish Food,Non-Vegetarian,380
7791,GRANT'S GLENFIDDISH,645,Chinese Food,Vegetarian,740
7792,"Salad fermiere (Ham, tongue, chicken, Swiss cheese, greens of the season)",452,Jewish Food,Vegetarian,350
7793,Bloomingdale's Food Shop,299,Chinese Food,Non-Vegetarian,650
7794,GREEN TEA WITH MILK,87,Spanish Food,Vegetarian,170
7795,Selle d'Agneau a l'Independence,548,Mormon Food,Vegetarian,720
7796,Chateaubriand 2 portiones,153,Egyptian Food,Vegetarian,190
7797,cold halibut parisienne,309,Nigerian Food,Non-Vegetarian,670
7798,Cliquot Club Ginger Ale 1/2 Bot.,608,Irish Food,Vegetarian,210
7799,Turtle Steak Creole,377,Thai Food,Vegetarian,500
7800,Hunter's Sauce,630,Italian Food,Non-Vegetarian,710
7801,"spinach, mushrooms & sour cream omlette",174,Spanish Food,Vegetarian,140
7802,Marrons (chestNUTS to you),141,Portuguese Food,Non-Vegetarian,400
7803,"Eaton's Glorified Golden Fried Chicken, includes Half of Disjointed Colored Chicken, Old Fashioned Chicken Gravy, Whipped Potatoes, Hot Biscuits, Apple Butter. Small Portion (Served to Children under 12 only) 1.15",686,Canadian Food,Non-Vegetarian,610
7804,ASPARAGUS TIPS POLONAISE,165,Libyan Food,Vegetarian,590
7805,"KALLSTADTER SAUMAGEN KANZLER SPATLESE Qualitatswein mit Pradikat A.P.Nr. aus dem Lesegut Friedrich Ruprecht-Erben voll, mild, dezente SuBe",115,Tibetan Food,Vegetarian,260
7806,Darioles of tongue ecarlate and spinach,354,Portuguese Food,Vegetarian,160
7807,Old Overholt (4 yrs),251,Nigerian Food,Vegetarian,690
7808,"Swiss Coffee, with Tia Maria",471,Indian Food,Vegetarian,130
7809,LETTUCE AND PIMENTOES,193,Tibetan Food,Vegetarian,460
7810,"Fresh Crab Meat Salad, Peeled Tomato Slice, Stuffed Olives",206,Spanish Food,Non-Vegetarian,120
7811,Nieren in Madeira,325,French Food,Vegetarian,490
7812,"Irroy, Brut Special",513,French Food,Non-Vegetarian,570
7813,"Tripe, fried or broiled",220,Hawaiian Food,Vegetarian,310
7814,Chateau Marquis de Termes 1971,513,Libyan Food,Vegetarian,510
7815,Ernest Irroy Brut,486,Irish Food,Non-Vegetarian,480
7816,"Mushrooms under Glass, Eugenie",18,Welsh Food,Non-Vegetarian,710
7817,1953er Rauenthaler Pfaffenberg Spatlese Kabinett Orig.Abfl.m.Korkbrd.Staatsweingut (Rheingau),378,Jewish Food,Vegetarian,500
7818,"Veal steak with cream sauce, French fried, string beans",648,Thai Food,Non-Vegetarian,130
7819,New Wax Potatoes,429,Mexican Food,Vegetarian,200
7820,"Deidesheimer Kieselberg Riesling Auslese, 1876",491,Portuguese Food,Vegetarian,230
7821,"Fleischklosse gebacken, sauer suss",340,Thai Food,Non-Vegetarian,520
7822,BOILED HAM WITH POTATO SALAD,572,Canadian Food,Non-Vegetarian,210
7823,Frankfurters - Sauerkraut,420,Egyptian Food,Non-Vegetarian,750
7824,"Froid Carre de Porc, Sauce Remoulade",626,Indian Food,Non-Vegetarian,550
7825,Assmannshanser,417,Kenyan Food,Non-Vegetarian,650
7826,Prune Roll,537,Latvian Food,Non-Vegetarian,230
7827,"LONGLEY'S DE LUXE CHICKEN PIE, Flaky Pastry Crust (Chunks of Chicken, Potatoes and Fresh Vegetables in Rich Sauce",701,Mexican Food,Non-Vegetarian,450
7828,"Sirloin Steak, Boniface",210,Algerian Food,Non-Vegetarian,620
7829,"Ramisolle du mans, Gourmet sauce",565,Turkish Food,Non-Vegetarian,420
7830,Veuve Cliquot Brut 66er,730,Algerian Food,Vegetarian,460
7831,Glaces et Sorbets Maison ,104,Algerian Food,Non-Vegetarian,530
7832,"Eggs, en cocote",175,Thai Food,Vegetarian,770
7833,Cetrioli verdi vinaigrette,520,Turkish Food,Non-Vegetarian,470
7834,Hausfrauen Hering,161,Russian Food,Vegetarian,790
7835,"ESCALOPE OF VEAL, BREADED, FRIED EGG, POTATOES JULIENNE",230,Swedish Food,Vegetarian,160
7836,Roxbury Rye whiskey,354,Korean Food,Vegetarian,690
7837,"Gin - Gin, Sugar, Whole Egg, Nutmeg",549,Indian Food,Non-Vegetarian,240
7838,Prunes with Whipped Cream,17,Salvadorian Food,Non-Vegetarian,770
7839,STRIPED BASS BOUILLI MOUSSELINE,633,Indian Food,Vegetarian,430
7840,"Small Filet of Sole, Meuniere",2,Latvian Food,Vegetarian,670
7841,Seckel Pears,530,Irish Food,Non-Vegetarian,360
7842,Fricassée of Milk Veal with Steamed Rice,290,Cajun Food,Vegetarian,520
7843,"Shrimp Enchipotladas in a cool sauce of smoky chipotle peppers, tomatoes, olive oil and herbs; with diced avocado (Veracruz)",524,Swedish Food,Non-Vegetarian,790
7844,CASSIS SHERBET,604,Thai Food,Non-Vegetarian,590
7845,Smoked Salmon 8/6,474,Japanese Food,Non-Vegetarian,430
7846,"Whole Broiled Live Maine Lobster, Drawn Butter, Julienne Potatoes",449,Hawaiian Food,Non-Vegetarian,650
7847,"Merluzzo, Butter-Sauce",572,Chinese Food,Non-Vegetarian,600
7848,BOUILLABAISSE DES NORDENS in der Terrine serviert.  Northern bouillabaise served in earthern pan.  Bouillabaisse du Nort servie en terrine.,124,Welsh Food,Non-Vegetarian,500
7849,"Zeltinger, J. Langenbach & Sohne, 1934",298,Belgian Foods,Non-Vegetarian,600
7850,"WIENER SCHNITZEL SPAETZLES, ONE VEG.",260,Turkish Food,Non-Vegetarian,790
7851,Miles Polo,584,Cuban Food,Non-Vegetarian,210
7852,"Alsopp's India Ale, on draught",503,British Food,Vegetarian,310
7853,"Apricots, Nice and Large with Cream",333,Irish Food,Vegetarian,690
7854,"Emince of beef, provencale",114,British Food,Non-Vegetarian,130
7855,"Claret and Seltzer, glass",264,Japanese Food,Non-Vegetarian,430
7856,Rump Corned Beef & Garden Spinach,335,Cuban Food,Non-Vegetarian,290
7857,"Rollschinken, Knodel, Sauerkraut",88,French Food,Vegetarian,330
7858,French sardines on toast,278,Kenyan Food,Vegetarian,400
7859,Guiness' Stout,697,Algerian Food,Non-Vegetarian,780
7860,Onion Soup aux Croutons,312,Irish Food,Vegetarian,330
7861,"Le Brulot Royal, Préparation Grand Maître (2)",197,Russian Food,Non-Vegetarian,650
7862,Peter Domecq Sherry,72,French Food,Non-Vegetarian,740
7863,Vino Nobile di Montepulciano - Avignonesi 1994 (Toscana) vini rossi italiani,667,Belgian Foods,Non-Vegetarian,450
7864,Extra Sirloin with onions,521,Salvadorian Food,Vegetarian,790
7865,mumms,380,Polish Food,Vegetarian,360
7866,Consomme a l'Anglaise,197,Greek Food,Vegetarian,560
7867,Schweinelende in Currysauce mit Butterreis und Früchten,377,Italian Food,Vegetarian,480
7868,Normandie Capon ,317,Italian Food,Non-Vegetarian,720
7869,Oysters on Half Shell 10cts,578,Mormon Food,Vegetarian,220
7870,Com Chan: Steamed white rice,522,Jewish Food,Non-Vegetarian,640
7871,"Beaujolais, Saint Louis, Barton & Guestier",617,Scottish Food,Non-Vegetarian,410
7872,Wheat Cakes with Bacon,140,Salvadorian Food,Non-Vegetarian,470
7873,"Petits pois saute, Vichy",707,Cuban Food,Vegetarian,460
7874,Crushed strawberries with ice cream,324,Greek Food,Non-Vegetarian,590
7875,"Choice of Cocktail or Juice, Chilled Celerp, Queen Olives, Fried Sugar Cured Ham Steak, Stewed Apple, Green Asparagus, French Fried Potatoes, Heart of Lettuce, Russian Dressing, Choice of Drink & Dessert",529,Brazilian Food,Vegetarian,530
7876,Eier Varsovienne,89,Brazilian Food,Non-Vegetarian,790
7877,"Chmpagne to Claret, Cup, Extra",603,Egyptian Food,Vegetarian,680
7878,"Rockaways, half shell",169,French Food,Non-Vegetarian,430
7879,"Stag's Leap 1995, Napa",357,Jewish Food,Non-Vegetarian,440
7880,Eiersatzle  Bandnudeln,424,Spanish Food,Vegetarian,290
7881,Ramos Pinto Vintage 1991,385,Irish Food,Vegetarian,150
7882,Smith & McNell's Burgundy Wine,295,Kenyan Food,Vegetarian,400
7883,"Today's Salad Plate: Salmon Salad with Celery, Mayonnaise, Sliced Egg, Tomato, Potato Salad; Bread or Rolls and Butter; Coffee, Tea or Milk",281,Welsh Food,Vegetarian,190
7884,"Rye or Bourbon Toddy - Rye or Bourbon, Sugar, Slice of Lemon, Cloves, Cinnamon",212,Scottish Food,Non-Vegetarian,500
7885,Fish a l'indienne,521,Scottish Food,Vegetarian,130
7886,"Onion Soup au Gratin, Individual",22,Turkish Food,Non-Vegetarian,620
7887,"Desertvins, baltais, augst. labuma",394,Turkish Food,Vegetarian,230
7888,"Turkey Wings, a l'Allemande",380,Scottish Food,Vegetarian,320
7889,Scallops Kushiyaki Golder broiled scallops on a skewer.,25,French Food,Vegetarian,510
7890,Milzwurst abgebr mit gem Salat,5,Chinese Food,Non-Vegetarian,690
7891,Potatoe boiled,268,Belgian Foods,Vegetarian,220
7892,"Sirloin steak, baked potatoes",572,Egyptian Food,Vegetarian,360
7893,Chedder cheese,526,Hawaiian Food,Vegetarian,420
7894,Croustade St. George,42,Salvadorian Food,Vegetarian,640
7895,Poultry Liver in Aspic,348,French Food,Vegetarian,360
7896,Cantelope a la Mode,605,Latvian Food,Vegetarian,630
7897,Golden Guernsey Pasteurized Milk,653,Algerian Food,Non-Vegetarian,500
7898,"Corned beef, carrots, turnips",630,Cajun Food,Vegetarian,400
7899,Belegtes Brot mit gekochtem Schinken,528,Hawaiian Food,Non-Vegetarian,160
7900,Tomato Chop Suey with Rice,93,Jewish Food,Vegetarian,410
7901,Tea: Flowery Orange Pekoe,489,Indian Food,Vegetarian,290
7902,"Salad, Hot-house tomatoes",323,Mexican Food,Non-Vegetarian,140
7903,Nectar of Brasil,577,Cajun Food,Vegetarian,480
7904,"Monte Carlo Pudding, Brandy Sauce",393,Polish Food,Vegetarian,150
7905,Brandy,618,German Food,Non-Vegetarian,550
7906,Dewar Scotch Highball,120,Nigerian Food,Non-Vegetarian,690
7907,Crackers and cream (bowl),435,Scottish Food,Non-Vegetarian,490
7908,"Riesengarnelen in leichter, exotischer Currycreme mit Butterreis ",596,Tahitian Food,Non-Vegetarian,470
7909,"Hungarian Gulyas, Boiled Noodles",710,American Food,Vegetarian,440
7910,"Deviled Tongue, on Toast",649,Jewish Food,Vegetarian,440
7911,"Maubert (ham, tomatoes, peppers, eggplant, garlic, fines herbs)",448,Portuguese Food,Vegetarian,210
7912,Chateau Terrefort (Quancard)  1962,591,Kenyan Food,Non-Vegetarian,740
7913,Whole Boiled Lobster cold,585,Swedish Food,Vegetarian,720
7914,"""SOUFFLE GLACé"" AUX FRAMBOISES",13,Greek Food,Non-Vegetarian,780
7915,Warm Romische Pastetchen,444,Jewish Food,Vegetarian,250
7916,Punch Royal,100,Algerian Food,Vegetarian,400
7917,Forelle meuniere (350 g) mit Salzkartoffeln,725,Polish Food,Vegetarian,370
7918,North River Shad roe with bacon,729,Haitian Food,Vegetarian,290
7919,Cream of Fresh Mushrooms aux Profiteroles,565,Egyptian Food,Vegetarian,240
7920,Pickled Pig Feet,186,Scottish Food,Non-Vegetarian,250
7921,"Bouillon, Frappe",405,British Food,Non-Vegetarian,350
7922,Mixed with Chopped Herbs Salad,262,Tahitian Food,Non-Vegetarian,210
7923,with fried onions,486,Peruvian Food,Vegetarian,460
7924,Fresh Strawberry Shortcake a la Mode or Whipped Cream,318,American Food,Non-Vegetarian,760
7925,"Virgin Planters' Punch- 1 tsp. powdered sugar, Juice of 1/2 lime, 1 oz, Virgin Islands dark rum, 4 drops Cherry Heering, 2 drops Angostura Bitters. 3 oz Fruit Punch. Shake vigorously with plenty of finely crushed ice and strain into chilled tall glass. Top with 1 oz. Jamaican rum and fruit garnish. Sprinkle with Nutmeg. ",244,Jewish Food,Vegetarian,470
7926,Oysters:  Cape Cods,728,Latvian Food,Non-Vegetarian,120
7927,Clos de Chablis '84,579,Italian Food,Vegetarian,550
7928,"L. N. clams, half shell",316,Kenyan Food,Non-Vegetarian,750
7929,"London Broil, Mushroom Sauce, O'Brien Potatoes",511,Kenyan Food,Vegetarian,300
7930,"Boiled Kennebec Salmon, Hollandaise sauce",562,Salvadorian Food,Vegetarian,780
7931,Yako Mein - Noodle with Roast Pork,435,Tahitian Food,Non-Vegetarian,720
7932,Little Neck clam fried,679,Indian Food,Vegetarian,790
7933,"Allsopp's India Ale, pints",739,Polish Food,Non-Vegetarian,500
7934,Cervello all'ordine,573,Tahitian Food,Vegetarian,660
7935,"bisque de crabes, xavier",453,Tahitian Food,Vegetarian,770
7936,Half Grapefruite,517,Belgian Foods,Vegetarian,250
7937,Paste Mista (2 persone),175,Nigerian Food,Vegetarian,650
7938,"Whole Dover Sole braised with Fresh Coriander and Chilli, per lb.",6,Thai Food,Non-Vegetarian,290
7939,Slice Tomato and Green Pepper Salad,484,Portuguese Food,Vegetarian,380
7940,Ham Steak,352,Belgian Foods,Non-Vegetarian,680
7941,"Roast Stuffed Young Vermont Turkey, Cranberry Sauce",151,Greek Food,Vegetarian,330
7942,Shirred Eggs Portugaise,437,Haitian Food,Non-Vegetarian,520
7943,Hot-House Lamb,9,American Food,Non-Vegetarian,570
7944,"Whole broiled kingfish, maitre d'hotel, Lyonnaise potatoes",151,Jewish Food,Non-Vegetarian,300
7945,Mashed yellow turnips,213,Peruvian Food,Non-Vegetarian,400
7946,"sweetbreads, mushrooms, sasifis, noodles, herbs, cheese",601,Kenyan Food,Non-Vegetarian,620
7947,"Polenta e Osei - Polenta in which small birds are immersed, flavoured with the gravy of the latter",34,Korean Food,Non-Vegetarian,150
7948,"Ribs of Prime Beef, Extra Cut,  jacket potato  ",201,Italian Food,Vegetarian,670
7949,Fresh Blueberries,467,Hawaiian Food,Vegetarian,700
7950,virginia ham and spinach,539,Nigerian Food,Vegetarian,400
